	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene																															
ATP6V1B2.3	0	1.348629268	0.7	0.168	0	IFN Mac	ATP6V1B2																															
LGALS3.9	4.79E-115	1.347239477	0.684	0.415	1.85E-110	Inflam Mac	LGALS3																															
HLA-DQA2.1	0	1.347048792	0.323	0.068	0	Breg	HLA-DQA2																															
SYPL1	1.72E-149	1.346825789	0.802	0.265	6.66E-145	GC B	SYPL1																															
CD83.8	0	1.346490484	0.532	0.099	0	IFN Mac	CD83																															
ARPC3	2.62E-119	1.346141848	0.961	0.616	1.01E-114	GC B	ARPC3																															
CLEC7A.3	0	1.345533303	0.64	0.067	0	IFN Mac	CLEC7A																															
LGALS9.9	0	1.345526054	0.735	0.128	0	LAM2	LGALS9																															
CPNE5.1	0	1.344746316	0.531	0.025	0	GC B	CPNE5																															
POU2AF1.7	0	1.343291912	0.533	0.025	0	IgA mature	POU2AF1																															
SLC2A3.5	0	1.343223004	0.631	0.232	0	Mono-like Mac	SLC2A3																															
CD38.1	0	1.342907516	0.621	0.054	0	Plasmablast	CD38																															
LINC01781.2	0	1.342565575	0.275	0.009	0	Breg	LINC01781																															
ITGAX.2	0	1.341234072	0.374	0.041	0	Inflam Mac	ITGAX																															
SAMHD1.2	0	1.34059911	0.667	0.21	0	Mono-like Mac	SAMHD1																															
TRAFD1	0	1.339345217	0.668	0.092	0	mRegDC	TRAFD1																															
BACH2	0	1.338537021	0.433	0.024	0	GC B	BACH2																															
BTG1.3	0	1.338199069	0.928	0.572	0	CD4+ TFH	BTG1																															
S100A4.4	0	1.337991876	0.923	0.508	0	CD4+ TH1	S100A4																															
SOD2.2	0	1.336660658	0.735	0.278	0	Mono-like Mac	SOD2																															
SINHCAF.1	0	1.336355288	0.724	0.136	0	mRegDC	SINHCAF																															
FASLG	0	1.336160254	0.328	0.029	0	CD8+ TEX	FASLG																															
GMDS	5.24E-125	1.335714071	0.455	0.099	2.03E-120	GC B	GMDS																															
PTPRC.5	0	1.335630031	0.822	0.319	0	CD4+ TH1	PTPRC																															
ITGB2.14	0	1.334729525	0.799	0.248	0	Mono-like Mac	ITGB2																															
RPS27L.5	2.31E-159	1.333702846	0.913	0.496	8.91E-155	mRegDC	RPS27L																															
PTAFR.1	0	1.333602836	0.571	0.043	0	IFN Mac	PTAFR																															
CD38	0	1.333055882	0.617	0.054	0	GC B	CD38																															
BIRC5.2	0	1.332462977	0.696	0.054	0	Plasmablast	BIRC5																															
FOSB.4	0	1.332242591	0.715	0.281	0	Mono-like Mac	FOSB																															
MARCKS.1	0	1.332199329	0.699	0.237	0	IFN Mac	MARCKS																															
ANKRD22	0	1.331338417	0.474	0.02	0	IFN Mac	ANKRD22																															
PYCARD.2	0	1.331012169	0.767	0.278	0	Mono-like Mac	PYCARD																															
RAC2.25	0	1.330703139	0.827	0.315	0	Breg	RAC2																															
SAMSN1.1	0	1.330056355	0.536	0.139	0	CD4+ TH1	SAMSN1																															
CTSS.5	1.89E-176	1.328984282	0.54	0.215	7.30E-172	Inflam Mac	CTSS																															
FKBP2.3	0	1.328983602	0.785	0.381	0	IgA mature	FKBP2																															
CD1B	0	1.326406068	0.368	0.004	0	AXL_DC	CD1B																															
VAMP8.3	0	1.325974022	0.87	0.404	0	IFN Mac	VAMP8																															
RASGRP3	0	1.323885391	0.57	0.038	0	GC B	RASGRP3																															
TBC1D8	0	1.322997715	0.535	0.045	0	mRegDC	TBC1D8																															
GRINA.1	0	1.32207205	0.752	0.284	0	IFN Mac	GRINA																															
OLR1.10	0	1.320188264	0.508	0.035	0	AXL_DC	OLR1																															
BIRC3.3	3.17E-183	1.31977256	0.723	0.16	1.22E-178	GC B	BIRC3																															
PLEK.24	0	1.319349552	0.638	0.098	0	mRegDC	PLEK																															
ARHGAP24.3	0	1.3185096	0.407	0.056	0	Breg	ARHGAP24																															
GM2A.5	0	1.317877154	0.623	0.103	0	LAM2	GM2A																															
GBP2	0	1.316795031	0.511	0.181	0	CD4+ TREG	GBP2																															
ISG20.4	0	1.316374031	0.58	0.276	0	CD8+ TEX	ISG20																															
LAIR2	0	1.316344203	0.267	0.013	0	CD4+ TREG	LAIR2																															
NFKB1	1.29E-257	1.316160533	0.66	0.1	4.99E-253	AXL_DC	NFKB1																															
PRDM1	0	1.315852145	0.425	0.122	0	CD4+ TH1	PRDM1																															
BIRC5	0	1.314457491	0.471	0.051	0	Prolif T	BIRC5																															
RAB8B.2	0	1.314136777	0.713	0.107	0	mRegDC	RAB8B																															
CD7.12	0	1.31261947	0.73	0.211	0	Prolif T	CD7																															
SLC7A7.4	0	1.312525766	0.615	0.06	0	IFN Mac	SLC7A7																															
JAML.1	0	1.312256166	0.345	0.078	0	CD8+ TEX	JAML																															
SPI1.4	7.11E-294	1.312230983	0.427	0.097	2.75E-289	Inflam Mac	SPI1																															
SYNGR2.14	1.09E-99	1.312074769	0.851	0.321	4.22E-95	AXL_DC	SYNGR2																															
ADGRE5	0	1.311614988	0.445	0.167	0	CD8+ TEX	ADGRE5																															
SPI1.21	0	1.311045924	0.694	0.097	0	mRegDC	SPI1																															
CD274.1	0	1.311006093	0.548	0.014	0	mRegDC	CD274																															
LIPA	0	1.309975503	0.596	0.152	0	IFN Mac	LIPA																															
LCP1.17	7.72E-147	1.309411867	0.855	0.269	2.99E-142	GC B	LCP1																															
MANF	2.01E-101	1.308955614	0.719	0.261	7.76E-97	Plasmablast	MANF																															
S100A11.7	0	1.307531349	0.983	0.674	0	Mono-like Mac	S100A11																															
SGK1.1	0	1.306707506	0.531	0.145	0	Mono-like Mac	SGK1																															
CTLA4	0	1.30653399	0.399	0.054	0	CD4+ TFH	CTLA4																															
ICOS.1	0	1.306332351	0.373	0.048	0	CD4+ TH1	ICOS																															
PILRA.3	0	1.305968288	0.346	0.047	0	Inflam Mac	PILRA																															
ZFP36.14	2.30E-81	1.304100621	0.93	0.473	8.90E-77	AXL_DC	ZFP36																															
DUT.1	3.09E-67	1.303905145	0.788	0.348	1.20E-62	Plasmablast	DUT																															
GSTO1.1	5.87E-132	1.303761057	0.596	0.332	2.27E-127	Inflam Mac	GSTO1																															
MALT1.1	0	1.303657493	0.544	0.077	0	mRegDC	MALT1																															
GPSM3.19	0	1.303246756	0.735	0.272	0	Breg	GPSM3																															
ARRB2.18	0	1.301820223	0.803	0.18	0	mRegDC	ARRB2																															
TCEA1	5.16E-118	1.300924597	0.866	0.386	1.99E-113	GC B	TCEA1																															
IFI30.10	0	1.300837607	0.584	0.075	0	LAM2	IFI30																															
FCGR2A.11	0	1.299983042	0.607	0.079	0	LAM2	FCGR2A																															
CD80	0	1.299223932	0.498	0.012	0	AXL_DC	CD80																															
DUSP1.7	2.07E-121	1.298817219	0.711	0.432	8.02E-117	Inflam Mac	DUSP1																															
ATP13A3	6.71E-170	1.298417388	0.369	0.117	2.59E-165	Inflam Mac	ATP13A3																															
LIMS1.11	2.58E-142	1.298320616	0.819	0.253	9.99E-138	AXL_DC	LIMS1																															
VIM.12	1.76E-84	1.296838782	0.99	0.686	6.79E-80	AXL_DC	VIM																															
CBLB	0	1.296789188	0.39	0.13	0	CD8+ TEX	CBLB																															
CEP350.1	0	1.295670378	0.744	0.179	0	mRegDC	CEP350																															
SKAP1.2	0	1.295420192	0.494	0.112	0	CD4+ TREG	SKAP1																															
CCNA2	0	1.294769409	0.431	0.029	0	Prolif T	CCNA2																															
TREM1.1	0	1.294686584	0.45	0.034	0	Mono-like Mac	TREM1																															
SLC16A3.8	0	1.292965274	0.743	0.176	0	LAM2	SLC16A3																															
CD180	0	1.292523927	0.522	0.021	0	GC B	CD180																															
PSMB9.4	0	1.291973128	0.766	0.424	0	CD8+ TEX	PSMB9																															
TSC22D3.4	0	1.291791675	0.778	0.429	0	CD4+ TREG	TSC22D3																															
RNASE6	0	1.291616344	0.511	0.066	0	Mono-like Mac	RNASE6																															
ANXA2.15	0	1.291049328	0.944	0.531	0	LAM2	ANXA2																															
UCP2	0	1.290969047	0.579	0.252	0	CD4+ TFH	UCP2																															
IL4I1.7	0	1.290588208	0.555	0.048	0	LAM2	IL4I1																															
CSF2RB.4	0	1.29015646	0.567	0.031	0	mRegDC	CSF2RB																															
TSC22D3.3	0	1.290076671	0.809	0.438	0	CD4+ TFH	TSC22D3																															
ACP5	0	1.289990786	0.459	0.153	0	CD8+ TEX	ACP5																															
RAB31.17	2.40E-173	1.288760898	0.79	0.184	9.28E-169	AXL_DC	RAB31																															
PPP1R15A.6	9.25E-78	1.287745339	0.794	0.311	3.58E-73	AXL_DC	PPP1R15A																															
SMCO4.2	0	1.28759734	0.664	0.142	0	IFN Mac	SMCO4																															
NR4A1.6	6.86E-130	1.287518724	0.657	0.162	2.65E-125	AXL_DC	NR4A1																															
RNASE1	3.51E-191	1.287485438	0.408	0.141	1.36E-186	IFN Mac	RNASE1																															
SLC43A2.1	3.85E-268	1.287217103	0.319	0.064	1.49E-263	Inflam Mac	SLC43A2																															
RNF19A.1	7.05E-224	1.286253196	0.466	0.185	2.72E-219	CD4+ TH1	RNF19A																															
POU2AF1.3	0	1.285821352	0.413	0.027	0	Breg	POU2AF1																															
SH2D1A	0	1.285575275	0.441	0.073	0	CD4+ TFH	SH2D1A																															
ZFP36L1.11	5.49E-145	1.285203228	0.921	0.535	2.12E-140	mRegDC	ZFP36L1																															
SOCS3.1	0	1.285177873	0.572	0.177	0	Mono-like Mac	SOCS3																															
LGALS1.16	0	1.284450415	0.977	0.566	0	LAM2	LGALS1																															
TUBB.1	5.35E-48	1.283428193	0.941	0.573	2.07E-43	Plasmablast	TUBB																															
CD74.16	2.16E-177	1.283103171	0.885	0.617	8.36E-173	Inflam Mac	CD74																															
LAIR1.1	0	1.282413158	0.603	0.074	0	IFN Mac	LAIR1																															
CPVL.3	0	1.281524809	0.553	0.073	0	IFN Mac	CPVL																															
TNFSF13B.3	0	1.281420599	0.529	0.098	0	Mono-like Mac	TNFSF13B																															
HLA-DMB.4	0	1.281380973	0.541	0.117	0	Breg	HLA-DMB																															
CD52.22	1.84E-126	1.281317246	0.953	0.337	7.11E-122	GC B	CD52																															
CTSH.6	8.64E-136	1.281218787	0.507	0.231	3.34E-131	Inflam Mac	CTSH																															
S100A10.10	0	1.280534611	0.969	0.652	0	LAM2	S100A10																															
TNFRSF17.1	0	1.280460888	0.592	0.014	0	Plasmablast	TNFRSF17																															
OAZ1.1	0	1.280429071	0.972	0.716	0	Mono-like Mac	OAZ1																															
HLA-DOB.2	0	1.280254641	0.503	0.02	0	GC B	HLA-DOB																															
CORO1A.23	0	1.280246075	0.881	0.338	0	Breg	CORO1A																															
HLA-DQB1.5	5.50E-73	1.279780694	0.486	0.217	2.13E-68	IgA immature	HLA-DQB1																															
ATP2B1-AS1.2	0	1.278853367	0.467	0.08	0	Mono-like Mac	ATP2B1-AS1																															
CSTB.13	4.06E-80	1.277306753	0.943	0.569	1.57E-75	AXL_DC	CSTB																															
DUSP4.7	0	1.276990684	0.714	0.15	0	mRegDC	DUSP4																															
ATOX1.10	0	1.275211146	0.823	0.385	0	IFN Mac	ATOX1																															
AICDA	0	1.274553203	0.38	0.001	0	GC B	AICDA																															
PPA1.5	1.57E-69	1.273752751	0.794	0.358	6.08E-65	AXL_DC	PPA1																															
LY86.3	0	1.27236985	0.581	0.058	0	GC B	LY86																															
ALOX5AP.14	0	1.271818494	0.518	0.226	0	Mono-like Mac	ALOX5AP																															
FCMR	0	1.271098597	0.409	0.093	0	CD4+ TREG	FCMR																															
LYST	0	1.270870971	0.403	0.145	0	CD8+ TEX	LYST																															
PSMA2	1.59E-181	1.270177175	0.682	0.155	6.14E-177	GC B	PSMA2																															
PTPRE.12	1.68E-164	1.27016145	0.632	0.128	6.49E-160	AXL_DC	PTPRE																															
HLA-DRA.8	1.59E-79	1.269277174	0.64	0.359	6.15E-75	IgA immature	HLA-DRA																															
HERPUD1	3.23E-105	1.267988428	0.846	0.37	1.25E-100	GC B	HERPUD1																															
LSP1.4	0	1.267973856	0.764	0.334	0	CD4+ TH1	LSP1																															
NINJ1.11	1.19E-130	1.267617593	0.771	0.233	4.59E-126	AXL_DC	NINJ1																															
FGR.8	0	1.26748642	0.645	0.053	0	LAM2	FGR																															
SEC61B.8	3.44E-159	1.267416338	0.935	0.55	1.33E-154	mRegDC	SEC61B																															
CD68.16	7.95E-197	1.266839838	0.781	0.157	3.07E-192	AXL_DC	CD68																															
LRMP.1	6.79E-238	1.266567081	0.412	0.04	2.63E-233	Plasmablast	LRMP																															
JSRP1	0	1.266006722	0.34	0.01	0	IgG mature	JSRP1																															
IGSF6.3	6.21E-288	1.265718201	0.327	0.06	2.40E-283	Inflam Mac	IGSF6																															
IL2RG.3	0	1.263985733	0.555	0.175	0	CD4+ TFH	IL2RG																															
CYTIP.5	0	1.26357288	0.604	0.193	0	CD4+ TREG	CYTIP																															
PTPN22	0	1.263428088	0.346	0.066	0	CD8+ TEX	PTPN22																															
FCN1.3	0	1.26310446	0.282	0.027	0	IFN Mac	FCN1																															
TNFAIP3.2	1.14E-282	1.262641544	0.584	0.222	4.40E-278	CD4+ TH1	TNFAIP3																															
KPNA2	0	1.26261982	0.452	0.127	0	Prolif T	KPNA2																															
HLA-DQB2.3	5.57E-261	1.261901026	0.349	0.028	2.15E-256	AXL_DC	HLA-DQB2																															
ERICH1	0	1.26161574	0.71	0.166	0	mRegDC	ERICH1																															
FXYD5.6	0	1.261349271	0.828	0.471	0	CD4+ TREG	FXYD5																															
CSF1R.13	0	1.261221565	0.651	0.059	0	AXL_DC	CSF1R																															
CD8B.5	0	1.260320677	0.458	0.08	0	Prolif T	CD8B																															
TYMS.1	0	1.260121375	0.637	0.068	0	Plasmablast	TYMS																															
CAPG.5	4.11E-134	1.26003171	0.571	0.286	1.59E-129	Inflam Mac	CAPG																															
CRIP1.3	7.44E-193	1.259803138	0.717	0.227	2.88E-188	mRegDC	CRIP1																															
PTTG1.1	4.77E-150	1.259544001	0.62	0.142	1.84E-145	GC B	PTTG1																															
RUNX3	0	1.259165704	0.39	0.099	0	CD8+ TEX	RUNX3																															
TREM1.6	0	1.258251172	0.48	0.036	0	LAM2	TREM1																															
FYB1.18	0	1.257605078	0.788	0.247	0	IFN Mac	FYB1																															
ABCA1	1.38E-215	1.254994572	0.377	0.101	5.33E-211	Inflam Mac	ABCA1																															
LINC01943	0	1.253647162	0.288	0.031	0	CD4+ TH1	LINC01943																															
ATP6V1B2.2	2.10E-140	1.252910225	0.432	0.169	8.12E-136	Inflam Mac	ATP6V1B2																															
FNBP1.1	7.96E-147	1.252902794	0.76	0.223	3.08E-142	GC B	FNBP1																															
C5AR1.2	0	1.252591351	0.418	0.042	0	Mono-like Mac	C5AR1																															
IL15	0	1.252437783	0.57	0.033	0	mRegDC	IL15																															
SLC16A3	0	1.251610574	0.637	0.174	0	Mono-like Mac	SLC16A3																															
GRINA.10	1.60E-111	1.251279009	0.822	0.286	6.18E-107	AXL_DC	GRINA																															
CD83.6	0	1.250944923	0.486	0.097	0	Mono-like Mac	CD83																															
CD3E.12	0	1.250897235	0.837	0.23	0	Prolif T	CD3E																															
ISG20.13	5.01E-98	1.250838727	0.788	0.284	1.94E-93	Plasmablast	ISG20																															
BIK	0	1.248540963	0.522	0.053	0	GC B	BIK																															
HAVCR2	0	1.248186039	0.375	0.078	0	CD4+ TH1	HAVCR2																															
CXCR6.1	0	1.247889292	0.346	0.052	0	CD4+ TREG	CXCR6																															
CD40LG.1	0	1.247715801	0.338	0.034	0	CD4+ TFH	CD40LG																															
PTPRE.7	0	1.24734516	0.662	0.127	0	LAM2	PTPRE																															
PTPRE.2	0	1.247173625	0.547	0.125	0	Mono-like Mac	PTPRE																															
CDK1.2	0	1.246544136	0.575	0.046	0	Plasmablast	CDK1																															
VAMP8.2	0	1.245796634	0.852	0.402	0	Mono-like Mac	VAMP8																															
RHOH.4	0	1.245770587	0.512	0.14	0	CD4+ TREG	RHOH																															
LAPTM5.28	0	1.245622888	0.91	0.357	0	IFN Mac	LAPTM5																															
LSP1.11	0	1.245411798	0.8	0.331	0	Prolif T	LSP1																															
CCND2	0	1.2451151	0.431	0.153	0	CD8+ TEX	CCND2																															
CEBPB.9	0	1.244989378	0.697	0.193	0	LAM2	CEBPB																															
IL32.5	0	1.243583928	0.885	0.431	0	CD4+ TH1	IL32																															
BTG1.23	9.21E-154	1.243513895	0.962	0.575	3.56E-149	mRegDC	BTG1																															
TRAF1.1	1.04E-254	1.243337344	0.527	0.061	4.01E-250	AXL_DC	TRAF1																															
